Q,Q_1 Thème,Q_2 Thème,Q_3 Thème,Q_4 Thème
qu ils prennent en compte la demande initiale.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
quand je leur demande quelque chose ils me repondent rapidement .,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
le site pour effectuer la demande en ligne n est pas tres clair et ne fonctionne pas correctement,ESPACE CLIENT,,,
note demandee donc note ******... !?,IMPRESSIONS GENERALES,,,
"parce que notre demande est en cours depuis des mois et ça n avance assez vite. on reçoit des factures tous les 6 mois or nous aimerions les avoir au fur et a mesure ce qui nous nous demande du temps. a chaque fois il faut reprendre a zero. ****** on les appelle pour leur dire qu ils ont oublie de nous facturer des compteurs, on se fait engueuler alors que c est eux qui oublies des compteurs.",FACTURATION,,,
"ne pas couper les acces au site au lendemain de la fin d un marche gaz, fin au 30/06/2018, alors que le departement est toujours client sur le marche 'electricite'.",CONTRAT,,,
,IMPRESSIONS GENERALES,,,
bonne reactivite pour traitement de la demande,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
parce que c etait bon mais j ai encore des questions on m a dit qu on sera preleve alors que je reçois un tip avec la factures je me demande si on va être preleves,PAIEMENT,,,
parce qu elle ne vaut pas plus mais d un autre côte j ai ma reponse sous une semaine,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
reactivite de la personne qui a pris l appel telephonique.,RELATION CLIENTELE,,,
rapidite de traitement a conserver.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
le service client **************** a totalement repondu a mes questions et a pris la peine de me rappeler pour celles restees en suspend. ma demande a ete prise en consideration dans le soucis de me satisfaire. c est tres agreable. je dis donc merci *************.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,IMPRESSIONS GENERALES,
etre toujours suivi par le même conseiller. je voudrais un extranet avec un suivi de compteurs.,ESPACE CLIENT,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
"parce que ce serait encore plus rapide, ce serait parfait. ",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
ne pas envoyer autant de mails pour le suivi mais faire en sorte que la demande soit traitee rapidement et jusqu au bout,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
"lorsque l on envoie un mail, une reponse automatique est envoyee et si par la suite, une reponse est donnee, elle n est pas toujours adaptee a la question posee",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
il faudrait une amelioration au niveau du suivi des sites dont on est gestionnaire du perimetre. je n ais pas la visibilite sur la totalite du perimetre pour lequel je suis designe administrateur. sur les factures groupees il me manque des sites et je ne peux pas contrôler ce qui compromet l ensemble.,FACTURATION,ALERTES risque client,,
parce qu ils ne repondent pas a mes demandes je ne reçois rien. je ne reçois pas les factures ils demterialisent les factures mais le systeme ne fonctionne pas et apres on reçoit des menaces de coupures de ligne on ne  devrait pas avoir a courrir apres nos factures car nous sommes une entreprise.,FACTURATION,,,
le contact que j ai eu chez ***** a ete reactif et a repondu assez vite a ma demande en essayant de resoudre au mieux le probleme,RELATION CLIENTELE,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION
personne que j ai eu a ete performante c est a dire reactive,RELATION CLIENTELE,,,
"malgre l amabilite et la patience de ma correspondante, il est tres difficile de comprendre certaines factures.",RELATION CLIENTELE,RELATION CLIENTELE,FACTURATION,
d avoir plus de reactivite sur le traitement des demandes.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
peut-etre que les conseillers soient un peu plus formes,RELATION CLIENTELE,,,
,IMPRESSIONS GENERALES,,,
"je trouve que c est tres long d avoir ***** au telephone, temps d attente important. des fois ce qu on demande pour un changement ou autre ce n est pas immediat.",RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
ca a ete tres rapide et bien execute.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
a voir,IMPRESSIONS GENERALES,,,
probleme de factures suite a un changement d entite juridique ,FACTURATION,,,
"jamais de rappel, il a fallu appeler plusieurs fois pour avoir qq un au tel.",TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
ameliorer la mise a disposition des factures sur l espace client,ESPACE CLIENT,,,
ils ont repondu parfaitement a ma demande j ai obtenu les contrats que je n arrivais pas a recuperer en ligne.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
qu ils repondent rapidement a nos demandes.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
***** a bien repondu et a envoye un mail pour la resiliation du point de comptage a ****** et j attends toujours.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
j ai un interlocuteur mr ****** tres comprehensif . mais la procedure est un peu lourde mais globalement je suis plutôt satisfaite. mais mr ****** a pris le temps de me rappeler.,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
je ne rencontre aucun probleme,IMPRESSIONS GENERALES,,,
"reactif et j ai eu les informations demandees, rapidite.",TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
,IMPRESSIONS GENERALES,,,
que je puisse changer le nom du demandeur sur l espace client.,ESPACE CLIENT,,,
parce que j ai ete contacte directement par une personne reactive et qui a solutionner le probleme ce qui est tres appreciable d avoir une persionne qui suit le dossier. c est important d avoir toujours le même interlocuteur.,RELATION CLIENTELE,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION
rien,IMPRESSIONS GENERALES,,,
parce que ma demande a ete traitee rapidement pas ete baladee d un correspondant a l autre,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
j ai du mal a acceder aux factures sur le sites mais peut etre probleme interne.,ESPACE CLIENT,,,
rien moi ça me va.,IMPRESSIONS GENERALES,,,
la rapidite de reponse,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
**********.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"continuez ainsi, les questions se posent lorsque les problemes arrivent:)",IMPRESSIONS GENERALES,,,
puisque il sont repondu entierement a ma demande,TRAITEMENT DE LA DEMANDE-RECLAMATION,IMPRESSIONS GENERALES,,
,IMPRESSIONS GENERALES,,,
moins d attente au telephone.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
a vous de me le dire !,IMPRESSIONS GENERALES,,,
parce que nous avons dû relancer et que ça n a pas ete fait des le depart.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
quelle belle question de marketing ! de votre côte un peu moins d automate ou des automates plus intelligents !,IMPRESSIONS GENERALES,,,
"etre a l ecoute de ses clients, c est une catastrophe depuis plusieurs annees. ***** brille par la non reponse aux deamndes !!!!",RELATION CLIENTELE,,,
repondre aux demandes,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"comme precise precedemment, delai de reponse plus court et espace client mis a jour plus rapidement lorsque des modifications de contrat surviennent",ESPACE CLIENT,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
"*************** avec transparence sur les modes de calcul, ce qui permet de confirmer la confiance que nous mettons dans vos services.",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"de former les intervets ***** sur les differents contrats proposes. il faudrait un recapitulatif de l annee sur les fournitures en gaz. je voudrais connaitre les contrats que nous avons avec les indications nous permettant d adapter les tarifs a notre consommation, pour avoir un forfait qui nous correspondrait au niveau des puissances et de la consommation.",RELATION CLIENTELE,CONTRAT,,
"faire les demarches via l espace client, sur le site internet.",SITE INTERNET - Espace utilisateur,,,
en reglant le probleme des factures incoherentes pour cause de panne du boitier de releve automatique depuis septembre. voir avec ****** aussi !,ORGANISATION-PROCESS,,,
,IMPRESSIONS GENERALES,,,
avoir un interlocuteur par dossier et la mention  du dossier (site) plutôt qu un numero...,TRAITEMENT DE LA DEMANDE-RECLAMATION,ORGANISATION-PROCESS,,
******* nette claire et precises,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
je n ai eu de reponse.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
j ai attendu un petit moment car ma demande date de fevrier donc un peu long.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
personne competente,RELATION CLIENTELE,,,
,IMPRESSIONS GENERALES,,,
rien de particulier. avoir des creneaux d intervention plus precis.,RELATION CLIENTELE,,,
ras,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
je suis satisfaite,IMPRESSIONS GENERALES,,,
"les techniciens   qui sont intervenus mr ********** et mr  *************, ont ete particulierement efficaces tant sur le lan professionnels que sur le plan des relations humaines. pour info leur intervention a dure plusieurs heures.",RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
"je me suis retrouve avec des contrats chez ***** alors que personne n avait rien demande au sein de ma societe . j ai deux sites qui sont sans courant a cause d ***** , j ai ete oblige de les fermer car je ne peux laisser du personnel a attendre sur une chaise a 0 °.",CONTRAT,,,
parce qu on a repondu a ma demande.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
avoir un interlocuteur unique,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"nous n avons jamais reussi a obtenir un seul contrat pour 60 compteurs d une residence ********* malgre nos diverses demandes; aussi nous recevons 60 factures. de ce fait, cela complique notre comptabilite, notamment quand vous nous relancez ou mettez en demeure sans nous joindre copie de la facture, votre reference ne nous permet de retrouver de quelle facture il s  agit",FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,
,IMPRESSIONS GENERALES,,,
on peut toujours s ameliorer/tout a ete correct pas de probleme,IMPRESSIONS GENERALES,,,
******* rapide mais sans en question de votre mode de fonctionnement.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"il serait bien que quand un nouveau contrat se met en place, que la personne de chez ***** demande si nous avons d autres contrats pour tout rattacher ensemble et pas être oblige de faire la demande.",CONTRAT,,,
,IMPRESSIONS GENERALES,,,
repondre rapidement au attente des clients,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
"qu ils repondent aux mails des client qu ils me remboursent, qu ils aient du personnel competant, ils y en a 15 qui repondent des choses differents.",RELATION CLIENTELE,PAIEMENT,TRAITEMENT DE LA DEMANDE-RECLAMATION,
,IMPRESSIONS GENERALES,,,
reponse rapide ,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
au niveaux abonnement ,ORGANISATION-PROCESS,,,
car ils ont repondu a ma demande,IMPRESSIONS GENERALES,,,
rien du tout.,IMPRESSIONS GENERALES,,,
être plus a l ecoute,RELATION CLIENTELE,,,
"demande  en attente ,delais...",TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
parce que je n ai pas eu de reponse a ma demand eet je ne sais pas si elle a abouti.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
parce qu il a fallu faire la reclamation deux fois et parce qu on a reçu une facture d un montant exhorbitant. j ai fait une reclamtion aupres du service client qui a bloque la facture et le service facturation a fait le prelevement quand même pour la modique somme de 6500 euros. il a fallu que je reclame une deuxieme fois pour être remboursee de ce qui n aurait jamais dû être preleve.,FACTURATION,PAIEMENT,PAIEMENT,TRAITEMENT DE LA DEMANDE-RECLAMATION
"je suis chef de projet sur la region sud ouest, mais les plages horaires de 4 heures sont trop longues.",ORGANISATION-PROCESS,,,
je ne serai plus client,ALERTES risque client,,,
on est des clients grand compte et avoir un interlocuteur dedie / et avoir des reponses plus rapide,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
gros probleme de facturation. je ne reçois pas toutes les factures. par contre je reçois des rappels de non paiement. il faut absolument que je reçoive soit les factures papier soit que celles-ci soient deposees sur chorus pro. il est tres desagreable que ma hierarchie me demande des comptes sur le retard de paiement alors que je n ai pas reçu les factures ,FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
"ca serait bien que l on ait un interlocuteur administratif atitre  que l on puis contacter facilement. ameliorer le site internet pas tres pratique et on reçoit trop de mails , j en reçoit tous les jours , donc centraliser l information.",ESPACE CLIENT,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
vous faites une demande par telephone pour changer l adresse une personne m a repondu que ça a ete bien pris en compte pour un changement de modalite de paiement ,FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
,IMPRESSIONS GENERALES,,,
reponse immediate,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"*******,   c est un avis global concernant une administration detenant des dizaines de contrat avec *****, generalement les reponses donnees nous permet de debloquer des dossiers.",ORGANISATION-PROCESS,,,
suivre les dossiers deja ça serait pas mal.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
entierement satisfaite de mon entretien avec ********,IMPRESSIONS GENERALES,,,
traitement de ma demande rapidement,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
on m a repondu rapidement. retour satisfaisant.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
,IMPRESSIONS GENERALES,,,
manque de reactivite,RELATION CLIENTELE,,,
reponse precise,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"le probleme c est, on ne peut pas avoir quelqu un au telephone pour le suivi du dossier, je laisse des mails au charge clientele a ce que l on me rappelle, mais rien. j attend encore alors que c est tres important car suite a une vente d une activite, ****** le 8 novembre,  il y a un transfert du contrat et je ne sais toujours pas si l avenant a ete envoye. est ce que le charge de clientele en charge de mon dossier peut me rappeler, c est urgent. cordialement",RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
parce que j ai reçu les elements rapidement pas instantane mais rapide,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
ça ne vaut pas plus !,ALERTES risque client,,,
ameliorer la facturation. on a eu des gros soucis de tarifs bleus au lieu lieu des tarifs jaunes et verts.,FACTURATION,,,
,IMPRESSIONS GENERALES,,,
parce que toute la demande n a pas ete executee,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
nous avons demande a plusieurs reprises des explications sur des factures qui sont restees sans reponse pendant plusieurs mois; nous deplorons egalement l absence d interlocuteur privilegie.,FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
nous sommes un syndic et pour rattacher les contrats ce n est pas pratique car le serveur envoie la demande sur une adresse mail d un utilisateur parti de la societe.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
la personne etait a l ecoute et a repondu a toutes mes attentes.,RELATION CLIENTELE,RELATION CLIENTELE,,
reponse tres rapide,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
je ne suis pas client c est un locataire de la commune qui est client je ne peux donc pas repondre a cette question. ,IMPRESSIONS GENERALES,,,
je n ai pas eu de probleme particulier. je trouve qu ils sont assez rectifs et je suis assez contents par rapports a d autres fournisseurs.,TRAITEMENT DE LA DEMANDE-RECLAMATION,IMPRESSIONS GENERALES,,
cela fait 1 mois et 5 appels et ma demande n a toujours pas ete traite ,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,
qualite et rapidite du service rendu,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
